timestamp,component,hardware,sensor_type,value,min,max
2026-05-24T07:36:17,CPU Core,Sensor,Voltage,0.0,0.0,1.123
2026-05-24T07:36:17,P-Core #1,Sensor,Voltage,0.681,0.668,1.336
2026-05-24T07:36:17,P-Core #2,Sensor,Voltage,1.161,0.663,1.281
2026-05-24T07:36:17,E-Core #1,Sensor,Voltage,0.61,0.608,1.13
2026-05-24T07:36:17,E-Core #2,Sensor,Voltage,0.61,0.608,1.13
2026-05-24T07:36:17,E-Core #3,Sensor,Voltage,0.61,0.608,1.13
2026-05-24T07:36:17,E-Core #4,Sensor,Voltage,0.61,0.608,1.13
2026-05-24T07:36:17,E-Core #5,Sensor,Voltage,0.613,0.613,1.115
2026-05-24T07:36:17,E-Core #6,Sensor,Voltage,0.613,0.61,1.118
2026-05-24T07:36:17,E-Core #7,Sensor,Voltage,0.613,0.61,1.118
2026-05-24T07:36:17,E-Core #8,Sensor,Voltage,0.613,0.613,1.118
2026-05-24T07:36:17,P-Core #3,Sensor,Voltage,1.174,0.666,1.294
2026-05-24T07:36:17,P-Core #4,Sensor,Voltage,0.778,0.661,1.314
2026-05-24T07:36:17,P-Core #5,Sensor,Voltage,1.166,0.663,1.294
2026-05-24T07:36:17,P-Core #6,Sensor,Voltage,0.776,0.663,1.284
2026-05-24T07:36:17,CPU Package,Sensor,Power,22.6,6.5,54.0
2026-05-24T07:36:17,CPU Cores,Sensor,Power,16.3,0.6,46.4
2026-05-24T07:36:17,CPU Memory,Sensor,Power,0.0,0.0,0.0
2026-05-24T07:36:17,CPU Platform,Sensor,Power,0.3,0.3,0.3
2026-05-24T07:36:17,Bus Speed,Sensor,Clock,99.6,99.6,99.6
2026-05-24T07:36:17,P-Core #1,Sensor,Clock,4583.1,797.1,5380.2
2026-05-24T07:36:17,P-Core #2,Sensor,Clock,5081.3,996.3,5380.2
2026-05-24T07:36:17,E-Core #1,Sensor,Clock,1494.5,996.3,4483.5
2026-05-24T07:36:17,E-Core #2,Sensor,Clock,1494.5,996.3,4483.5
2026-05-24T07:36:17,E-Core #3,Sensor,Clock,1494.5,896.7,4483.5
2026-05-24T07:36:17,E-Core #4,Sensor,Clock,1494.5,896.7,4483.5
2026-05-24T07:36:17,E-Core #5,Sensor,Clock,1494.5,697.4,4483.5
2026-05-24T07:36:17,E-Core #6,Sensor,Clock,1494.5,797.1,4483.5
2026-05-24T07:36:17,E-Core #7,Sensor,Clock,1494.5,1394.9,4483.5
2026-05-24T07:36:17,E-Core #8,Sensor,Clock,1494.5,996.3,4483.5
2026-05-24T07:36:17,P-Core #3,Sensor,Clock,1793.4,996.3,5380.2
2026-05-24T07:36:17,P-Core #4,Sensor,Clock,5081.3,1096.0,5380.2
2026-05-24T07:36:17,P-Core #5,Sensor,Clock,1793.4,398.5,5380.2
2026-05-24T07:36:17,P-Core #6,Sensor,Clock,1793.4,398.5,5380.2
2026-05-24T07:36:17,E-Core #9,Sensor,Clock,1096.0,398.5,2490.8
2026-05-24T07:36:17,E-Core #10,Sensor,Clock,1096.0,398.5,2490.8
2026-05-24T07:36:17,Core Max,Sensor,Temperature,66.0,42.0,102.0
2026-05-24T07:36:17,Core Average,Sensor,Temperature,53.0,40.1,63.8
2026-05-24T07:36:17,P-Core #1,Sensor,Temperature,66.0,40.0,94.0
2026-05-24T07:36:17,P-Core #2,Sensor,Temperature,56.0,40.0,80.0
2026-05-24T07:36:17,E-Core #1,Sensor,Temperature,52.0,38.0,66.0
2026-05-24T07:36:17,E-Core #2,Sensor,Temperature,52.0,38.0,64.0
2026-05-24T07:36:17,E-Core #3,Sensor,Temperature,52.0,40.0,64.0
2026-05-24T07:36:17,E-Core #4,Sensor,Temperature,52.0,40.0,66.0
